f,s,d,N,pi_s,K,theta,w_p,w_e,v
1400,6,17,20000,1.8,8,0.1922342235833739,0.8544744965357305,0.8810082015662637,"[0.33590756 0.01202204 0.20614612 0.051791   0.24121843 0.0292823
 0.0634184  0.06021414]"
1400,7,17,20000,1.8,8,0.1922342235833739,0.8544744965357305,0.8810082015662637,"[0.33590756 0.01202204 0.20614612 0.051791   0.24121843 0.0292823
 0.0634184  0.06021414]"
1400,8,17,20000,1.8,8,0.1922342235833739,0.8544744965357305,0.8810082015662637,"[0.33590756 0.01202204 0.20614612 0.051791   0.24121843 0.0292823
 0.0634184  0.06021414]"
1400,9,17,20000,1.8,8,0.1922342235833739,0.8544744965357305,0.8810082015662637,"[0.33590756 0.01202204 0.20614612 0.051791   0.24121843 0.0292823
 0.0634184  0.06021414]"
1400,10,17,20000,1.8,8,0.1922342235833739,0.8544744965357305,0.8810082015662637,"[0.33590756 0.01202204 0.20614612 0.051791   0.24121843 0.0292823
 0.0634184  0.06021414]"
1401,1,17,40000,1.0,4,0.2859472388492562,0.2746579324767225,0.8254549608557118,[0.38407704 0.10469227 0.09638647 0.41484422]
1401,2,17,40000,1.0,4,0.2859472388492562,0.2746579324767225,0.8254549608557118,[0.38407704 0.10469227 0.09638647 0.41484422]
1401,3,17,40000,1.0,4,0.2859472388492562,0.2746579324767225,0.8254549608557118,[0.38407704 0.10469227 0.09638647 0.41484422]
1401,4,17,40000,1.0,4,0.2859472388492562,0.2746579324767225,0.8254549608557118,[0.38407704 0.10469227 0.09638647 0.41484422]
1401,5,17,40000,1.0,4,0.2859472388492562,0.2746579324767225,0.8254549608557118,[0.38407704 0.10469227 0.09638647 0.41484422]
1401,6,17,40000,1.0,4,0.2859472388492562,0.2746579324767225,0.8254549608557118,[0.38407704 0.10469227 0.09638647 0.41484422]
1401,7,17,40000,1.0,4,0.2859472388492562,0.2746579324767225,0.8254549608557118,[0.38407704 0.10469227 0.09638647 0.41484422]
1401,8,17,40000,1.0,4,0.2859472388492562,0.2746579324767225,0.8254549608557118,[0.38407704 0.10469227 0.09638647 0.41484422]
1401,9,17,40000,1.0,4,0.2859472388492562,0.2746579324767225,0.8254549608557118,[0.38407704 0.10469227 0.09638647 0.41484422]
1401,10,17,40000,1.0,4,0.2859472388492562,0.2746579324767225,0.8254549608557118,[0.38407704 0.10469227 0.09638647 0.41484422]
1402,1,17,40000,1.0,4,0.1114950083052603,0.4115187688405118,0.756435452753741,[0.04913412 0.7824941  0.10916605 0.05920572]
1402,2,17,40000,1.0,4,0.1114950083052603,0.4115187688405118,0.756435452753741,[0.04913412 0.7824941  0.10916605 0.05920572]
1402,3,17,40000,1.0,4,0.1114950083052603,0.4115187688405118,0.756435452753741,[0.04913412 0.7824941  0.10916605 0.05920572]
1402,4,17,40000,1.0,4,0.1114950083052603,0.4115187688405118,0.756435452753741,[0.04913412 0.7824941  0.10916605 0.05920572]
1402,5,17,40000,1.0,4,0.1114950083052603,0.4115187688405118,0.756435452753741,[0.04913412 0.7824941  0.10916605 0.05920572]
1402,6,17,40000,1.0,4,0.1114950083052603,0.4115187688405118,0.756435452753741,[0.04913412 0.7824941  0.10916605 0.05920572]
1402,7,17,40000,1.0,4,0.1114950083052603,0.4115187688405118,0.756435452753741,[0.04913412 0.7824941  0.10916605 0.05920572]
1402,8,17,40000,1.0,4,0.1114950083052603,0.4115187688405118,0.756435452753741,[0.04913412 0.7824941  0.10916605 0.05920572]
1402,9,17,40000,1.0,4,0.1114950083052603,0.4115187688405118,0.756435452753741,[0.04913412 0.7824941  0.10916605 0.05920572]
1402,10,17,40000,1.0,4,0.1114950083052603,0.4115187688405118,0.756435452753741,[0.04913412 0.7824941  0.10916605 0.05920572]
1403,1,17,40000,1.0,4,0.7289707386571211,0.0476710494027996,0.8570718010309432,[0.34727459 0.31094157 0.25726268 0.08452115]
1403,2,17,40000,1.0,4,0.7289707386571211,0.0476710494027996,0.8570718010309432,[0.34727459 0.31094157 0.25726268 0.08452115]
1403,3,17,40000,1.0,4,0.7289707386571211,0.0476710494027996,0.8570718010309432,[0.34727459 0.31094157 0.25726268 0.08452115]
1403,4,17,40000,1.0,4,0.7289707386571211,0.0476710494027996,0.8570718010309432,[0.34727459 0.31094157 0.25726268 0.08452115]
1403,5,17,40000,1.0,4,0.7289707386571211,0.0476710494027996,0.8570718010309432,[0.34727459 0.31094157 0.25726268 0.08452115]
1403,6,17,40000,1.0,4,0.7289707386571211,0.0476710494027996,0.8570718010309432,[0.34727459 0.31094157 0.25726268 0.08452115]
1403,7,17,40000,1.0,4,0.7289707386571211,0.0476710494027996,0.8570718010309432,[0.34727459 0.31094157 0.25726268 0.08452115]
1403,8,17,40000,1.0,4,0.7289707386571211,0.0476710494027996,0.8570718010309432,[0.34727459 0.31094157 0.25726268 0.08452115]
1403,9,17,40000,1.0,4,0.7289707386571211,0.0476710494027996,0.8570718010309432,[0.34727459 0.31094157 0.25726268 0.08452115]
1403,10,17,40000,1.0,4,0.7289707386571211,0.0476710494027996,0.8570718010309432,[0.34727459 0.31094157 0.25726268 0.08452115]
1404,1,17,40000,1.0,12,0.56804072885282,0.40352682122889,0.8068857870910832,"[0.03952463 0.04496521 0.15372487 0.15829038 0.06082966 0.20133639
 0.08606639 0.04770371 0.02457213 0.07257602 0.08930917 0.02110144]"
1404,2,17,40000,1.0,12,0.56804072885282,0.40352682122889,0.8068857870910832,"[0.03952463 0.04496521 0.15372487 0.15829038 0.06082966 0.20133639
 0.08606639 0.04770371 0.02457213 0.07257602 0.08930917 0.02110144]"
1404,3,17,40000,1.0,12,0.56804072885282,0.40352682122889,0.8068857870910832,"[0.03952463 0.04496521 0.15372487 0.15829038 0.06082966 0.20133639
 0.08606639 0.04770371 0.02457213 0.07257602 0.08930917 0.02110144]"
1404,4,17,40000,1.0,12,0.56804072885282,0.40352682122889,0.8068857870910832,"[0.03952463 0.04496521 0.15372487 0.15829038 0.06082966 0.20133639
 0.08606639 0.04770371 0.02457213 0.07257602 0.08930917 0.02110144]"
1404,5,17,40000,1.0,12,0.56804072885282,0.40352682122889,0.8068857870910832,"[0.03952463 0.04496521 0.15372487 0.15829038 0.06082966 0.20133639
 0.08606639 0.04770371 0.02457213 0.07257602 0.08930917 0.02110144]"
1404,6,17,40000,1.0,12,0.56804072885282,0.40352682122889,0.8068857870910832,"[0.03952463 0.04496521 0.15372487 0.15829038 0.06082966 0.20133639
 0.08606639 0.04770371 0.02457213 0.07257602 0.08930917 0.02110144]"
1404,7,17,40000,1.0,12,0.56804072885282,0.40352682122889,0.8068857870910832,"[0.03952463 0.04496521 0.15372487 0.15829038 0.06082966 0.20133639
 0.08606639 0.04770371 0.02457213 0.07257602 0.08930917 0.02110144]"
1404,8,17,40000,1.0,12,0.56804072885282,0.40352682122889,0.8068857870910832,"[0.03952463 0.04496521 0.15372487 0.15829038 0.06082966 0.20133639
 0.08606639 0.04770371 0.02457213 0.07257602 0.08930917 0.02110144]"
1404,9,17,40000,1.0,12,0.56804072885282,0.40352682122889,0.8068857870910832,"[0.03952463 0.04496521 0.15372487 0.15829038 0.06082966 0.20133639
 0.08606639 0.04770371 0.02457213 0.07257602 0.08930917 0.02110144]"
1404,10,17,40000,1.0,12,0.56804072885282,0.40352682122889,0.8068857870910832,"[0.03952463 0.04496521 0.15372487 0.15829038 0.06082966 0.20133639
 0.08606639 0.04770371 0.02457213 0.07257602 0.08930917 0.02110144]"
1405,1,17,40000,1.0,1,0.6165647144115765,0.630719591390131,0.8815272147171614,[1.]
1405,2,17,40000,1.0,1,0.6165647144115765,0.630719591390131,0.8815272147171614,[1.]
1405,3,17,40000,1.0,1,0.6165647144115765,0.630719591390131,0.8815272147171614,[1.]
1405,4,17,40000,1.0,1,0.6165647144115765,0.630719591390131,0.8815272147171614,[1.]
1405,5,17,40000,1.0,1,0.6165647144115765,0.630719591390131,0.8815272147171614,[1.]
1405,6,17,40000,1.0,1,0.6165647144115765,0.630719591390131,0.8815272147171614,[1.]
1405,7,17,40000,1.0,1,0.6165647144115765,0.630719591390131,0.8815272147171614,[1.]
1405,8,17,40000,1.0,1,0.6165647144115765,0.630719591390131,0.8815272147171614,[1.]
1405,9,17,40000,1.0,1,0.6165647144115765,0.630719591390131,0.8815272147171614,[1.]
1405,10,17,40000,1.0,1,0.6165647144115765,0.630719591390131,0.8815272147171614,[1.]
1406,1,17,40000,1.0,12,0.6528573469502141,0.070294700742966,0.7549207632237266,"[0.03607734 0.02141292 0.18671713 0.15714189 0.05318633 0.1092928
 0.01187049 0.05185899 0.11578531 0.16754802 0.01485084 0.07425794]"
1406,2,17,40000,1.0,12,0.6528573469502141,0.070294700742966,0.7549207632237266,"[0.03607734 0.02141292 0.18671713 0.15714189 0.05318633 0.1092928
 0.01187049 0.05185899 0.11578531 0.16754802 0.01485084 0.07425794]"
1406,3,17,40000,1.0,12,0.6528573469502141,0.070294700742966,0.7549207632237266,"[0.03607734 0.02141292 0.18671713 0.15714189 0.05318633 0.1092928
 0.01187049 0.05185899 0.11578531 0.16754802 0.01485084 0.07425794]"
1406,4,17,40000,1.0,12,0.6528573469502141,0.070294700742966,0.7549207632237266,"[0.03607734 0.02141292 0.18671713 0.15714189 0.05318633 0.1092928
 0.01187049 0.05185899 0.11578531 0.16754802 0.01485084 0.07425794]"
1406,5,17,40000,1.0,12,0.6528573469502141,0.070294700742966,0.7549207632237266,"[0.03607734 0.02141292 0.18671713 0.15714189 0.05318633 0.1092928
 0.01187049 0.05185899 0.11578531 0.16754802 0.01485084 0.07425794]"
1406,6,17,40000,1.0,12,0.6528573469502141,0.070294700742966,0.7549207632237266,"[0.03607734 0.02141292 0.18671713 0.15714189 0.05318633 0.1092928
 0.01187049 0.05185899 0.11578531 0.16754802 0.01485084 0.07425794]"
1406,7,17,40000,1.0,12,0.6528573469502141,0.070294700742966,0.7549207632237266,"[0.03607734 0.02141292 0.18671713 0.15714189 0.05318633 0.1092928
 0.01187049 0.05185899 0.11578531 0.16754802 0.01485084 0.07425794]"
1406,8,17,40000,1.0,12,0.6528573469502141,0.070294700742966,0.7549207632237266,"[0.03607734 0.02141292 0.18671713 0.15714189 0.05318633 0.1092928
 0.01187049 0.05185899 0.11578531 0.16754802 0.01485084 0.07425794]"
1406,9,17,40000,1.0,12,0.6528573469502141,0.070294700742966,0.7549207632237266,"[0.03607734 0.02141292 0.18671713 0.15714189 0.05318633 0.1092928
 0.01187049 0.05185899 0.11578531 0.16754802 0.01485084 0.07425794]"
1406,10,17,40000,1.0,12,0.6528573469502141,0.070294700742966,0.7549207632237266,"[0.03607734 0.02141292 0.18671713 0.15714189 0.05318633 0.1092928
 0.01187049 0.05185899 0.11578531 0.16754802 0.01485084 0.07425794]"
1407,1,17,40000,1.0,4,0.7607696297235111,0.2752328100229603,0.7958094731809222,[0.5555536  0.11682821 0.08166194 0.24595625]
1407,2,17,40000,1.0,4,0.7607696297235111,0.2752328100229603,0.7958094731809222,[0.5555536  0.11682821 0.08166194 0.24595625]
1407,3,17,40000,1.0,4,0.7607696297235111,0.2752328100229603,0.7958094731809222,[0.5555536  0.11682821 0.08166194 0.24595625]
1407,4,17,40000,1.0,4,0.7607696297235111,0.2752328100229603,0.7958094731809222,[0.5555536  0.11682821 0.08166194 0.24595625]
1407,5,17,40000,1.0,4,0.7607696297235111,0.2752328100229603,0.7958094731809222,[0.5555536  0.11682821 0.08166194 0.24595625]
1407,6,17,40000,1.0,4,0.7607696297235111,0.2752328100229603,0.7958094731809222,[0.5555536  0.11682821 0.08166194 0.24595625]
1407,7,17,40000,1.0,4,0.7607696297235111,0.2752328100229603,0.7958094731809222,[0.5555536  0.11682821 0.08166194 0.24595625]
1407,8,17,40000,1.0,4,0.7607696297235111,0.2752328100229603,0.7958094731809222,[0.5555536  0.11682821 0.08166194 0.24595625]
1407,9,17,40000,1.0,4,0.7607696297235111,0.2752328100229603,0.7958094731809222,[0.5555536  0.11682821 0.08166194 0.24595625]
1407,10,17,40000,1.0,4,0.7607696297235111,0.2752328100229603,0.7958094731809222,[0.5555536  0.11682821 0.08166194 0.24595625]
1408,1,17,40000,1.0,12,0.0793725028393316,0.0954119793837994,0.9363343261746376,"[0.00020927 0.03267669 0.03013191 0.06646582 0.10203713 0.16278801
 0.14453311 0.0340179  0.17619526 0.16281078 0.07364075 0.01449338]"
1408,2,17,40000,1.0,12,0.0793725028393316,0.0954119793837994,0.9363343261746376,"[0.00020927 0.03267669 0.03013191 0.06646582 0.10203713 0.16278801
 0.14453311 0.0340179  0.17619526 0.16281078 0.07364075 0.01449338]"
1408,3,17,40000,1.0,12,0.0793725028393316,0.0954119793837994,0.9363343261746376,"[0.00020927 0.03267669 0.03013191 0.06646582 0.10203713 0.16278801
 0.14453311 0.0340179  0.17619526 0.16281078 0.07364075 0.01449338]"
1408,4,17,40000,1.0,12,0.0793725028393316,0.0954119793837994,0.9363343261746376,"[0.00020927 0.03267669 0.03013191 0.06646582 0.10203713 0.16278801
 0.14453311 0.0340179  0.17619526 0.16281078 0.07364075 0.01449338]"
1408,5,17,40000,1.0,12,0.0793725028393316,0.0954119793837994,0.9363343261746376,"[0.00020927 0.03267669 0.03013191 0.06646582 0.10203713 0.16278801
 0.14453311 0.0340179  0.17619526 0.16281078 0.07364075 0.01449338]"
1408,6,17,40000,1.0,12,0.0793725028393316,0.0954119793837994,0.9363343261746376,"[0.00020927 0.03267669 0.03013191 0.06646582 0.10203713 0.16278801
 0.14453311 0.0340179  0.17619526 0.16281078 0.07364075 0.01449338]"
1408,7,17,40000,1.0,12,0.0793725028393316,0.0954119793837994,0.9363343261746376,"[0.00020927 0.03267669 0.03013191 0.06646582 0.10203713 0.16278801
 0.14453311 0.0340179  0.17619526 0.16281078 0.07364075 0.01449338]"
1408,8,17,40000,1.0,12,0.0793725028393316,0.0954119793837994,0.9363343261746376,"[0.00020927 0.03267669 0.03013191 0.06646582 0.10203713 0.16278801
 0.14453311 0.0340179  0.17619526 0.16281078 0.07364075 0.01449338]"
1408,9,17,40000,1.0,12,0.0793725028393316,0.0954119793837994,0.9363343261746376,"[0.00020927 0.03267669 0.03013191 0.06646582 0.10203713 0.16278801
 0.14453311 0.0340179  0.17619526 0.16281078 0.07364075 0.01449338]"
1408,10,17,40000,1.0,12,0.0793725028393316,0.0954119793837994,0.9363343261746376,"[0.00020927 0.03267669 0.03013191 0.06646582 0.10203713 0.16278801
 0.14453311 0.0340179  0.17619526 0.16281078 0.07364075 0.01449338]"
1409,1,17,40000,1.0,12,0.2531216101113135,0.3782728674134966,0.9249229102680948,"[0.22571989 0.0870639  0.05104502 0.05275912 0.08914283 0.09511903
 0.00538599 0.17613622 0.05067627 0.01409654 0.04410939 0.1087458 ]"
1409,2,17,40000,1.0,12,0.2531216101113135,0.3782728674134966,0.9249229102680948,"[0.22571989 0.0870639  0.05104502 0.05275912 0.08914283 0.09511903
 0.00538599 0.17613622 0.05067627 0.01409654 0.04410939 0.1087458 ]"
1409,3,17,40000,1.0,12,0.2531216101113135,0.3782728674134966,0.9249229102680948,"[0.22571989 0.0870639  0.05104502 0.05275912 0.08914283 0.09511903
 0.00538599 0.17613622 0.05067627 0.01409654 0.04410939 0.1087458 ]"
1409,4,17,40000,1.0,12,0.2531216101113135,0.3782728674134966,0.9249229102680948,"[0.22571989 0.0870639  0.05104502 0.05275912 0.08914283 0.09511903
 0.00538599 0.17613622 0.05067627 0.01409654 0.04410939 0.1087458 ]"
1409,5,17,40000,1.0,12,0.2531216101113135,0.3782728674134966,0.9249229102680948,"[0.22571989 0.0870639  0.05104502 0.05275912 0.08914283 0.09511903
 0.00538599 0.17613622 0.05067627 0.01409654 0.04410939 0.1087458 ]"
1409,6,17,40000,1.0,12,0.2531216101113135,0.3782728674134966,0.9249229102680948,"[0.22571989 0.0870639  0.05104502 0.05275912 0.08914283 0.09511903
 0.00538599 0.17613622 0.05067627 0.01409654 0.04410939 0.1087458 ]"
1409,7,17,40000,1.0,12,0.2531216101113135,0.3782728674134966,0.9249229102680948,"[0.22571989 0.0870639  0.05104502 0.05275912 0.08914283 0.09511903
 0.00538599 0.17613622 0.05067627 0.01409654 0.04410939 0.1087458 ]"
1409,8,17,40000,1.0,12,0.2531216101113135,0.3782728674134966,0.9249229102680948,"[0.22571989 0.0870639  0.05104502 0.05275912 0.08914283 0.09511903
 0.00538599 0.17613622 0.05067627 0.01409654 0.04410939 0.1087458 ]"
1409,9,17,40000,1.0,12,0.2531216101113135,0.3782728674134966,0.9249229102680948,"[0.22571989 0.0870639  0.05104502 0.05275912 0.08914283 0.09511903
 0.00538599 0.17613622 0.05067627 0.01409654 0.04410939 0.1087458 ]"
1409,10,17,40000,1.0,12,0.2531216101113135,0.3782728674134966,0.9249229102680948,"[0.22571989 0.0870639  0.05104502 0.05275912 0.08914283 0.09511903
 0.00538599 0.17613622 0.05067627 0.01409654 0.04410939 0.1087458 ]"
1410,1,17,40000,1.0,1,0.8008036174307307,0.2612199258043544,0.8227878981675488,[1.]
1410,2,17,40000,1.0,1,0.8008036174307307,0.2612199258043544,0.8227878981675488,[1.]
1410,3,17,40000,1.0,1,0.8008036174307307,0.2612199258043544,0.8227878981675488,[1.]
1410,4,17,40000,1.0,1,0.8008036174307307,0.2612199258043544,0.8227878981675488,[1.]
1410,5,17,40000,1.0,1,0.8008036174307307,0.2612199258043544,0.8227878981675488,[1.]
1410,6,17,40000,1.0,1,0.8008036174307307,0.2612199258043544,0.8227878981675488,[1.]
1410,7,17,40000,1.0,1,0.8008036174307307,0.2612199258043544,0.8227878981675488,[1.]
1410,8,17,40000,1.0,1,0.8008036174307307,0.2612199258043544,0.8227878981675488,[1.]
1410,9,17,40000,1.0,1,0.8008036174307307,0.2612199258043544,0.8227878981675488,[1.]
1410,10,17,40000,1.0,1,0.8008036174307307,0.2612199258043544,0.8227878981675488,[1.]
1411,1,17,40000,1.2,4,0.6786425558760829,0.0669901002240733,0.7685448733124807,[0.27373517 0.03569295 0.23345424 0.45711764]
1411,2,17,40000,1.2,4,0.6786425558760829,0.0669901002240733,0.7685448733124807,[0.27373517 0.03569295 0.23345424 0.45711764]
1411,3,17,40000,1.2,4,0.6786425558760829,0.0669901002240733,0.7685448733124807,[0.27373517 0.03569295 0.23345424 0.45711764]
1411,4,17,40000,1.2,4,0.6786425558760829,0.0669901002240733,0.7685448733124807,[0.27373517 0.03569295 0.23345424 0.45711764]
1411,5,17,40000,1.2,4,0.6786425558760829,0.0669901002240733,0.7685448733124807,[0.27373517 0.03569295 0.23345424 0.45711764]
1411,6,17,40000,1.2,4,0.6786425558760829,0.0669901002240733,0.7685448733124807,[0.27373517 0.03569295 0.23345424 0.45711764]
1411,7,17,40000,1.2,4,0.6786425558760829,0.0669901002240733,0.7685448733124807,[0.27373517 0.03569295 0.23345424 0.45711764]
1411,8,17,40000,1.2,4,0.6786425558760829,0.0669901002240733,0.7685448733124807,[0.27373517 0.03569295 0.23345424 0.45711764]
1411,9,17,40000,1.2,4,0.6786425558760829,0.0669901002240733,0.7685448733124807,[0.27373517 0.03569295 0.23345424 0.45711764]
1411,10,17,40000,1.2,4,0.6786425558760829,0.0669901002240733,0.7685448733124807,[0.27373517 0.03569295 0.23345424 0.45711764]
1412,1,17,40000,1.2,8,0.2164670461990673,0.0525350918649278,0.9219784187445856,"[0.08905659 0.12420345 0.41777201 0.15861001 0.01225829 0.09105346
 0.06094985 0.04609634]"
1412,2,17,40000,1.2,8,0.2164670461990673,0.0525350918649278,0.9219784187445856,"[0.08905659 0.12420345 0.41777201 0.15861001 0.01225829 0.09105346
 0.06094985 0.04609634]"
1412,3,17,40000,1.2,8,0.2164670461990673,0.0525350918649278,0.9219784187445856,"[0.08905659 0.12420345 0.41777201 0.15861001 0.01225829 0.09105346
 0.06094985 0.04609634]"
1412,4,17,40000,1.2,8,0.2164670461990673,0.0525350918649278,0.9219784187445856,"[0.08905659 0.12420345 0.41777201 0.15861001 0.01225829 0.09105346
 0.06094985 0.04609634]"
1412,5,17,40000,1.2,8,0.2164670461990673,0.0525350918649278,0.9219784187445856,"[0.08905659 0.12420345 0.41777201 0.15861001 0.01225829 0.09105346
 0.06094985 0.04609634]"
1412,6,17,40000,1.2,8,0.2164670461990673,0.0525350918649278,0.9219784187445856,"[0.08905659 0.12420345 0.41777201 0.15861001 0.01225829 0.09105346
 0.06094985 0.04609634]"
1412,7,17,40000,1.2,8,0.2164670461990673,0.0525350918649278,0.9219784187445856,"[0.08905659 0.12420345 0.41777201 0.15861001 0.01225829 0.09105346
 0.06094985 0.04609634]"
1412,8,17,40000,1.2,8,0.2164670461990673,0.0525350918649278,0.9219784187445856,"[0.08905659 0.12420345 0.41777201 0.15861001 0.01225829 0.09105346
 0.06094985 0.04609634]"
1412,9,17,40000,1.2,8,0.2164670461990673,0.0525350918649278,0.9219784187445856,"[0.08905659 0.12420345 0.41777201 0.15861001 0.01225829 0.09105346
 0.06094985 0.04609634]"
1412,10,17,40000,1.2,8,0.2164670461990673,0.0525350918649278,0.9219784187445856,"[0.08905659 0.12420345 0.41777201 0.15861001 0.01225829 0.09105346
 0.06094985 0.04609634]"
1413,1,17,40000,1.2,8,0.5380441314794859,0.5430472780211847,0.8651365323382859,"[0.08034173 0.14859022 0.01922531 0.28486394 0.32750964 0.10418572
 0.00958601 0.02569744]"
1413,2,17,40000,1.2,8,0.5380441314794859,0.5430472780211847,0.8651365323382859,"[0.08034173 0.14859022 0.01922531 0.28486394 0.32750964 0.10418572
 0.00958601 0.02569744]"
1413,3,17,40000,1.2,8,0.5380441314794859,0.5430472780211847,0.8651365323382859,"[0.08034173 0.14859022 0.01922531 0.28486394 0.32750964 0.10418572
 0.00958601 0.02569744]"
1413,4,17,40000,1.2,8,0.5380441314794859,0.5430472780211847,0.8651365323382859,"[0.08034173 0.14859022 0.01922531 0.28486394 0.32750964 0.10418572
 0.00958601 0.02569744]"
1413,5,17,40000,1.2,8,0.5380441314794859,0.5430472780211847,0.8651365323382859,"[0.08034173 0.14859022 0.01922531 0.28486394 0.32750964 0.10418572
 0.00958601 0.02569744]"
1413,6,17,40000,1.2,8,0.5380441314794859,0.5430472780211847,0.8651365323382859,"[0.08034173 0.14859022 0.01922531 0.28486394 0.32750964 0.10418572
 0.00958601 0.02569744]"
1413,7,17,40000,1.2,8,0.5380441314794859,0.5430472780211847,0.8651365323382859,"[0.08034173 0.14859022 0.01922531 0.28486394 0.32750964 0.10418572
 0.00958601 0.02569744]"
1413,8,17,40000,1.2,8,0.5380441314794859,0.5430472780211847,0.8651365323382859,"[0.08034173 0.14859022 0.01922531 0.28486394 0.32750964 0.10418572
 0.00958601 0.02569744]"
1413,9,17,40000,1.2,8,0.5380441314794859,0.5430472780211847,0.8651365323382859,"[0.08034173 0.14859022 0.01922531 0.28486394 0.32750964 0.10418572
 0.00958601 0.02569744]"
1413,10,17,40000,1.2,8,0.5380441314794859,0.5430472780211847,0.8651365323382859,"[0.08034173 0.14859022 0.01922531 0.28486394 0.32750964 0.10418572
 0.00958601 0.02569744]"
1414,1,17,40000,1.2,12,0.9890220235204528,0.7616003939845809,0.9031650641964786,"[0.11344924 0.24476129 0.06134626 0.02645443 0.0461966  0.11278955
 0.00041193 0.16357773 0.04846545 0.01246576 0.15174751 0.01833425]"
1414,2,17,40000,1.2,12,0.9890220235204528,0.7616003939845809,0.9031650641964786,"[0.11344924 0.24476129 0.06134626 0.02645443 0.0461966  0.11278955
 0.00041193 0.16357773 0.04846545 0.01246576 0.15174751 0.01833425]"
1414,3,17,40000,1.2,12,0.9890220235204528,0.7616003939845809,0.9031650641964786,"[0.11344924 0.24476129 0.06134626 0.02645443 0.0461966  0.11278955
 0.00041193 0.16357773 0.04846545 0.01246576 0.15174751 0.01833425]"
1414,4,17,40000,1.2,12,0.9890220235204528,0.7616003939845809,0.9031650641964786,"[0.11344924 0.24476129 0.06134626 0.02645443 0.0461966  0.11278955
 0.00041193 0.16357773 0.04846545 0.01246576 0.15174751 0.01833425]"
1414,5,17,40000,1.2,12,0.9890220235204528,0.7616003939845809,0.9031650641964786,"[0.11344924 0.24476129 0.06134626 0.02645443 0.0461966  0.11278955
 0.00041193 0.16357773 0.04846545 0.01246576 0.15174751 0.01833425]"
1414,6,17,40000,1.2,12,0.9890220235204528,0.7616003939845809,0.9031650641964786,"[0.11344924 0.24476129 0.06134626 0.02645443 0.0461966  0.11278955
 0.00041193 0.16357773 0.04846545 0.01246576 0.15174751 0.01833425]"
1414,7,17,40000,1.2,12,0.9890220235204528,0.7616003939845809,0.9031650641964786,"[0.11344924 0.24476129 0.06134626 0.02645443 0.0461966  0.11278955
 0.00041193 0.16357773 0.04846545 0.01246576 0.15174751 0.01833425]"
1414,8,17,40000,1.2,12,0.9890220235204528,0.7616003939845809,0.9031650641964786,"[0.11344924 0.24476129 0.06134626 0.02645443 0.0461966  0.11278955
 0.00041193 0.16357773 0.04846545 0.01246576 0.15174751 0.01833425]"
1414,9,17,40000,1.2,12,0.9890220235204528,0.7616003939845809,0.9031650641964786,"[0.11344924 0.24476129 0.06134626 0.02645443 0.0461966  0.11278955
 0.00041193 0.16357773 0.04846545 0.01246576 0.15174751 0.01833425]"
1414,10,17,40000,1.2,12,0.9890220235204528,0.7616003939845809,0.9031650641964786,"[0.11344924 0.24476129 0.06134626 0.02645443 0.0461966  0.11278955
 0.00041193 0.16357773 0.04846545 0.01246576 0.15174751 0.01833425]"
1415,1,17,40000,1.2,12,0.473295624222146,0.222009195888138,0.7887648280948643,"[0.03172275 0.09326006 0.07080069 0.00201143 0.08157764 0.03022339
 0.13274358 0.00851074 0.31290048 0.07388488 0.05607235 0.10629202]"
1415,2,17,40000,1.2,12,0.473295624222146,0.222009195888138,0.7887648280948643,"[0.03172275 0.09326006 0.07080069 0.00201143 0.08157764 0.03022339
 0.13274358 0.00851074 0.31290048 0.07388488 0.05607235 0.10629202]"
1415,3,17,40000,1.2,12,0.473295624222146,0.222009195888138,0.7887648280948643,"[0.03172275 0.09326006 0.07080069 0.00201143 0.08157764 0.03022339
 0.13274358 0.00851074 0.31290048 0.07388488 0.05607235 0.10629202]"
1415,4,17,40000,1.2,12,0.473295624222146,0.222009195888138,0.7887648280948643,"[0.03172275 0.09326006 0.07080069 0.00201143 0.08157764 0.03022339
 0.13274358 0.00851074 0.31290048 0.07388488 0.05607235 0.10629202]"
1415,5,17,40000,1.2,12,0.473295624222146,0.222009195888138,0.7887648280948643,"[0.03172275 0.09326006 0.07080069 0.00201143 0.08157764 0.03022339
 0.13274358 0.00851074 0.31290048 0.07388488 0.05607235 0.10629202]"
1415,6,17,40000,1.2,12,0.473295624222146,0.222009195888138,0.7887648280948643,"[0.03172275 0.09326006 0.07080069 0.00201143 0.08157764 0.03022339
 0.13274358 0.00851074 0.31290048 0.07388488 0.05607235 0.10629202]"
1415,7,17,40000,1.2,12,0.473295624222146,0.222009195888138,0.7887648280948643,"[0.03172275 0.09326006 0.07080069 0.00201143 0.08157764 0.03022339
 0.13274358 0.00851074 0.31290048 0.07388488 0.05607235 0.10629202]"
1415,8,17,40000,1.2,12,0.473295624222146,0.222009195888138,0.7887648280948643,"[0.03172275 0.09326006 0.07080069 0.00201143 0.08157764 0.03022339
 0.13274358 0.00851074 0.31290048 0.07388488 0.05607235 0.10629202]"
1415,9,17,40000,1.2,12,0.473295624222146,0.222009195888138,0.7887648280948643,"[0.03172275 0.09326006 0.07080069 0.00201143 0.08157764 0.03022339
 0.13274358 0.00851074 0.31290048 0.07388488 0.05607235 0.10629202]"
1415,10,17,40000,1.2,12,0.473295624222146,0.222009195888138,0.7887648280948643,"[0.03172275 0.09326006 0.07080069 0.00201143 0.08157764 0.03022339
 0.13274358 0.00851074 0.31290048 0.07388488 0.05607235 0.10629202]"
